,0
2023-03-30 00:00:00+02:00,89.71
2023-03-30 01:00:00+02:00,82.51
2023-03-30 02:00:00+02:00,80.89
2023-03-30 03:00:00+02:00,78.77
2023-03-30 04:00:00+02:00,78.08
2023-03-30 05:00:00+02:00,76.8
2023-03-30 06:00:00+02:00,89.89
2023-03-30 07:00:00+02:00,119.96
2023-03-30 08:00:00+02:00,129.3
2023-03-30 09:00:00+02:00,110.0
2023-03-30 10:00:00+02:00,90.66
2023-03-30 11:00:00+02:00,80.04
2023-03-30 12:00:00+02:00,64.55
2023-03-30 13:00:00+02:00,26.07
2023-03-30 14:00:00+02:00,5.75
2023-03-30 15:00:00+02:00,11.87
2023-03-30 16:00:00+02:00,39.62
2023-03-30 17:00:00+02:00,73.69
2023-03-30 18:00:00+02:00,98.22
2023-03-30 19:00:00+02:00,120.4
2023-03-30 20:00:00+02:00,119.76
2023-03-30 21:00:00+02:00,103.28
2023-03-30 22:00:00+02:00,100.36
2023-03-30 23:00:00+02:00,90.76
2023-03-31 00:00:00+02:00,65.13
2023-03-31 01:00:00+02:00,64.9
2023-03-31 02:00:00+02:00,57.1
2023-03-31 03:00:00+02:00,48.62
2023-03-31 04:00:00+02:00,48.1
2023-03-31 05:00:00+02:00,56.83
2023-03-31 06:00:00+02:00,101.84
2023-03-31 07:00:00+02:00,113.84
2023-03-31 08:00:00+02:00,113.75
2023-03-31 09:00:00+02:00,98.39
2023-03-31 10:00:00+02:00,91.81
2023-03-31 11:00:00+02:00,96.3
2023-03-31 12:00:00+02:00,84.66
2023-03-31 13:00:00+02:00,70.14
2023-03-31 14:00:00+02:00,77.38
2023-03-31 15:00:00+02:00,73.01
2023-03-31 16:00:00+02:00,68.8
2023-03-31 17:00:00+02:00,84.51
2023-03-31 18:00:00+02:00,102.6
2023-03-31 19:00:00+02:00,110.43
2023-03-31 20:00:00+02:00,110.63
2023-03-31 21:00:00+02:00,98.83
2023-03-31 22:00:00+02:00,86.73
2023-03-31 23:00:00+02:00,80.0
2023-04-01 00:00:00+02:00,82.19
2023-04-01 01:00:00+02:00,63.9
2023-04-01 02:00:00+02:00,53.84
2023-04-01 03:00:00+02:00,44.39
2023-04-01 04:00:00+02:00,41.22
2023-04-01 05:00:00+02:00,44.16
2023-04-01 06:00:00+02:00,42.5
2023-04-01 07:00:00+02:00,56.49
2023-04-01 08:00:00+02:00,66.03
2023-04-01 09:00:00+02:00,66.87
2023-04-01 10:00:00+02:00,58.09
2023-04-01 11:00:00+02:00,59.26
2023-04-01 12:00:00+02:00,45.26
2023-04-01 13:00:00+02:00,43.79
2023-04-01 14:00:00+02:00,36.38
2023-04-01 15:00:00+02:00,38.57
2023-04-01 16:00:00+02:00,47.04
2023-04-01 17:00:00+02:00,61.43
2023-04-01 18:00:00+02:00,94.03
2023-04-01 19:00:00+02:00,95.97
2023-04-01 20:00:00+02:00,104.0
2023-04-01 21:00:00+02:00,87.08
2023-04-01 22:00:00+02:00,81.83
2023-04-01 23:00:00+02:00,68.92
2023-04-02 00:00:00+02:00,77.35
2023-04-02 01:00:00+02:00,67.48
2023-04-02 02:00:00+02:00,58.51
2023-04-02 03:00:00+02:00,60.46
2023-04-02 04:00:00+02:00,58.51
2023-04-02 05:00:00+02:00,60.46
2023-04-02 06:00:00+02:00,58.72
2023-04-02 07:00:00+02:00,70.08
2023-04-02 08:00:00+02:00,75.55
2023-04-02 09:00:00+02:00,66.09
2023-04-02 10:00:00+02:00,56.49
2023-04-02 11:00:00+02:00,65.32
2023-04-02 12:00:00+02:00,89.94
2023-04-02 13:00:00+02:00,33.44
2023-04-02 14:00:00+02:00,18.19
2023-04-02 15:00:00+02:00,24.16
2023-04-02 16:00:00+02:00,30.74
2023-04-02 17:00:00+02:00,41.74
2023-04-02 18:00:00+02:00,100.41
2023-04-02 19:00:00+02:00,130.0
2023-04-02 20:00:00+02:00,132.41
2023-04-02 21:00:00+02:00,123.7
2023-04-02 22:00:00+02:00,119.7
2023-04-02 23:00:00+02:00,110.06
2023-04-03 00:00:00+02:00,117.95
2023-04-03 01:00:00+02:00,114.73
2023-04-03 02:00:00+02:00,116.79
2023-04-03 03:00:00+02:00,110.78
2023-04-03 04:00:00+02:00,100.43
2023-04-03 05:00:00+02:00,110.07
2023-04-03 06:00:00+02:00,139.85
2023-04-03 07:00:00+02:00,169.9
2023-04-03 08:00:00+02:00,191.74
2023-04-03 09:00:00+02:00,152.46
2023-04-03 10:00:00+02:00,143.97
2023-04-03 11:00:00+02:00,122.33
2023-04-03 12:00:00+02:00,90.61
2023-04-03 13:00:00+02:00,98.89
2023-04-03 14:00:00+02:00,71.66
2023-04-03 15:00:00+02:00,78.91
2023-04-03 16:00:00+02:00,82.0
2023-04-03 17:00:00+02:00,100.35
2023-04-03 18:00:00+02:00,133.77
2023-04-03 19:00:00+02:00,158.11
2023-04-03 20:00:00+02:00,165.89
2023-04-03 21:00:00+02:00,151.85
2023-04-03 22:00:00+02:00,132.04
2023-04-03 23:00:00+02:00,113.12
2023-04-04 00:00:00+02:00,110.85
2023-04-04 01:00:00+02:00,110.22
2023-04-04 02:00:00+02:00,116.83
2023-04-04 03:00:00+02:00,115.68
2023-04-04 04:00:00+02:00,116.63
2023-04-04 05:00:00+02:00,121.91
2023-04-04 06:00:00+02:00,145.43
2023-04-04 07:00:00+02:00,180.85
2023-04-04 08:00:00+02:00,197.61
2023-04-04 09:00:00+02:00,170.75
2023-04-04 10:00:00+02:00,137.65
2023-04-04 11:00:00+02:00,112.02
2023-04-04 12:00:00+02:00,116.9
2023-04-04 13:00:00+02:00,109.47
2023-04-04 14:00:00+02:00,107.31
2023-04-04 15:00:00+02:00,108.71
2023-04-04 16:00:00+02:00,112.73
2023-04-04 17:00:00+02:00,122.0
2023-04-04 18:00:00+02:00,147.1
2023-04-04 19:00:00+02:00,180.0
2023-04-04 20:00:00+02:00,177.32
2023-04-04 21:00:00+02:00,156.09
2023-04-04 22:00:00+02:00,141.4
2023-04-04 23:00:00+02:00,129.84
2023-04-05 00:00:00+02:00,127.14
2023-04-05 01:00:00+02:00,117.93
2023-04-05 02:00:00+02:00,119.44
2023-04-05 03:00:00+02:00,118.09
2023-04-05 04:00:00+02:00,124.57
2023-04-05 05:00:00+02:00,134.03
2023-04-05 06:00:00+02:00,166.15
2023-04-05 07:00:00+02:00,208.13
2023-04-05 08:00:00+02:00,186.25
2023-04-05 09:00:00+02:00,150.01
2023-04-05 10:00:00+02:00,126.05
2023-04-05 11:00:00+02:00,118.35
2023-04-05 12:00:00+02:00,112.96
2023-04-05 13:00:00+02:00,112.75
2023-04-05 14:00:00+02:00,112.95
2023-04-05 15:00:00+02:00,112.66
2023-04-05 16:00:00+02:00,116.35
2023-04-05 17:00:00+02:00,135.57
2023-04-05 18:00:00+02:00,156.5
2023-04-05 19:00:00+02:00,199.56
2023-04-05 20:00:00+02:00,191.65
2023-04-05 21:00:00+02:00,164.98
2023-04-05 22:00:00+02:00,151.39
2023-04-05 23:00:00+02:00,139.13
2023-04-06 00:00:00+02:00,135.54
2023-04-06 01:00:00+02:00,124.12
2023-04-06 02:00:00+02:00,120.0
2023-04-06 03:00:00+02:00,115.33
2023-04-06 04:00:00+02:00,114.85
2023-04-06 05:00:00+02:00,124.91
2023-04-06 06:00:00+02:00,142.51
2023-04-06 07:00:00+02:00,161.63
2023-04-06 08:00:00+02:00,161.9
2023-04-06 09:00:00+02:00,150.71
2023-04-06 10:00:00+02:00,135.37
2023-04-06 11:00:00+02:00,125.32
2023-04-06 12:00:00+02:00,114.55
2023-04-06 13:00:00+02:00,107.02
2023-04-06 14:00:00+02:00,107.54
2023-04-06 15:00:00+02:00,108.4
2023-04-06 16:00:00+02:00,109.87
2023-04-06 17:00:00+02:00,121.25
2023-04-06 18:00:00+02:00,140.0
2023-04-06 19:00:00+02:00,150.16
2023-04-06 20:00:00+02:00,144.44
2023-04-06 21:00:00+02:00,145.43
2023-04-06 22:00:00+02:00,134.49
2023-04-06 23:00:00+02:00,125.13
2023-04-07 00:00:00+02:00,127.0
2023-04-07 01:00:00+02:00,117.69
2023-04-07 02:00:00+02:00,114.99
2023-04-07 03:00:00+02:00,112.77
2023-04-07 04:00:00+02:00,110.93
2023-04-07 05:00:00+02:00,113.9
2023-04-07 06:00:00+02:00,124.71
2023-04-07 07:00:00+02:00,154.4
2023-04-07 08:00:00+02:00,163.21
2023-04-07 09:00:00+02:00,167.15
2023-04-07 10:00:00+02:00,132.06
2023-04-07 11:00:00+02:00,125.0
2023-04-07 12:00:00+02:00,112.02
2023-04-07 13:00:00+02:00,107.69
2023-04-07 14:00:00+02:00,110.83
2023-04-07 15:00:00+02:00,102.79
2023-04-07 16:00:00+02:00,108.48
2023-04-07 17:00:00+02:00,116.53
2023-04-07 18:00:00+02:00,127.94
2023-04-07 19:00:00+02:00,145.55
2023-04-07 20:00:00+02:00,158.26
2023-04-07 21:00:00+02:00,148.31
2023-04-07 22:00:00+02:00,141.25
2023-04-07 23:00:00+02:00,138.48
2023-04-08 00:00:00+02:00,127.86
2023-04-08 01:00:00+02:00,116.0
2023-04-08 02:00:00+02:00,116.06
2023-04-08 03:00:00+02:00,110.75
2023-04-08 04:00:00+02:00,110.78
2023-04-08 05:00:00+02:00,112.16
2023-04-08 06:00:00+02:00,117.08
2023-04-08 07:00:00+02:00,129.35
2023-04-08 08:00:00+02:00,136.23
2023-04-08 09:00:00+02:00,133.97
2023-04-08 10:00:00+02:00,114.2
2023-04-08 11:00:00+02:00,106.73
2023-04-08 12:00:00+02:00,96.64
2023-04-08 13:00:00+02:00,90.42
2023-04-08 14:00:00+02:00,85.44
2023-04-08 15:00:00+02:00,90.94
2023-04-08 16:00:00+02:00,97.53
2023-04-08 17:00:00+02:00,106.06
2023-04-08 18:00:00+02:00,120.44
2023-04-08 19:00:00+02:00,135.57
2023-04-08 20:00:00+02:00,140.03
2023-04-08 21:00:00+02:00,137.31
2023-04-08 22:00:00+02:00,134.9
2023-04-08 23:00:00+02:00,126.98
2023-04-09 00:00:00+02:00,127.99
2023-04-09 01:00:00+02:00,117.86
2023-04-09 02:00:00+02:00,119.83
2023-04-09 03:00:00+02:00,117.99
2023-04-09 04:00:00+02:00,118.24
2023-04-09 05:00:00+02:00,117.86
2023-04-09 06:00:00+02:00,120.0
2023-04-09 07:00:00+02:00,118.9
2023-04-09 08:00:00+02:00,122.98
2023-04-09 09:00:00+02:00,112.21
2023-04-09 10:00:00+02:00,100.0
2023-04-09 11:00:00+02:00,87.0
2023-04-09 12:00:00+02:00,81.96
2023-04-09 13:00:00+02:00,60.01
2023-04-09 14:00:00+02:00,55.0
2023-04-09 15:00:00+02:00,56.0
2023-04-09 16:00:00+02:00,74.0
2023-04-09 17:00:00+02:00,86.35
2023-04-09 18:00:00+02:00,115.2
2023-04-09 19:00:00+02:00,129.97
2023-04-09 20:00:00+02:00,133.46
2023-04-09 21:00:00+02:00,126.39
2023-04-09 22:00:00+02:00,115.0
2023-04-09 23:00:00+02:00,106.94
2023-04-10 00:00:00+02:00,98.21
2023-04-10 01:00:00+02:00,81.85
2023-04-10 02:00:00+02:00,78.14
2023-04-10 03:00:00+02:00,71.9
2023-04-10 04:00:00+02:00,70.0
2023-04-10 05:00:00+02:00,72.96
2023-04-10 06:00:00+02:00,80.0
2023-04-10 07:00:00+02:00,77.83
2023-04-10 08:00:00+02:00,69.67
2023-04-10 09:00:00+02:00,54.98
2023-04-10 10:00:00+02:00,26.38
2023-04-10 11:00:00+02:00,19.82
2023-04-10 12:00:00+02:00,20.44
2023-04-10 13:00:00+02:00,-2.82
2023-04-10 14:00:00+02:00,-3.5
2023-04-10 15:00:00+02:00,0.56
2023-04-10 16:00:00+02:00,0.32
2023-04-10 17:00:00+02:00,20.02
2023-04-10 18:00:00+02:00,51.28
2023-04-10 19:00:00+02:00,80.0
2023-04-10 20:00:00+02:00,85.0
2023-04-10 21:00:00+02:00,88.01
2023-04-10 22:00:00+02:00,80.15
2023-04-10 23:00:00+02:00,54.71
2023-04-11 00:00:00+02:00,23.91
2023-04-11 01:00:00+02:00,1.43
2023-04-11 02:00:00+02:00,0.84
2023-04-11 03:00:00+02:00,1.09
2023-04-11 04:00:00+02:00,6.11
2023-04-11 05:00:00+02:00,34.98
2023-04-11 06:00:00+02:00,95.23
2023-04-11 07:00:00+02:00,121.61
2023-04-11 08:00:00+02:00,130.32
2023-04-11 09:00:00+02:00,117.1
2023-04-11 10:00:00+02:00,84.22
2023-04-11 11:00:00+02:00,57.83
2023-04-11 12:00:00+02:00,56.08
2023-04-11 13:00:00+02:00,50.84
2023-04-11 14:00:00+02:00,59.11
2023-04-11 15:00:00+02:00,50.64
2023-04-11 16:00:00+02:00,75.0
2023-04-11 17:00:00+02:00,83.5
2023-04-11 18:00:00+02:00,130.8
2023-04-11 19:00:00+02:00,162.46
2023-04-11 20:00:00+02:00,165.38
2023-04-11 21:00:00+02:00,141.39
2023-04-11 22:00:00+02:00,130.8
2023-04-11 23:00:00+02:00,111.0
2023-04-12 00:00:00+02:00,95.15
2023-04-12 01:00:00+02:00,76.04
2023-04-12 02:00:00+02:00,56.6
2023-04-12 03:00:00+02:00,41.5
2023-04-12 04:00:00+02:00,42.3
2023-04-12 05:00:00+02:00,80.0
2023-04-12 06:00:00+02:00,108.47
2023-04-12 07:00:00+02:00,125.11
2023-04-12 08:00:00+02:00,136.41
2023-04-12 09:00:00+02:00,131.99
2023-04-12 10:00:00+02:00,120.0
2023-04-12 11:00:00+02:00,111.56
2023-04-12 12:00:00+02:00,100.81
2023-04-12 13:00:00+02:00,97.36
2023-04-12 14:00:00+02:00,97.62
2023-04-12 15:00:00+02:00,97.07
2023-04-12 16:00:00+02:00,100.34
2023-04-12 17:00:00+02:00,109.73
2023-04-12 18:00:00+02:00,125.28
2023-04-12 19:00:00+02:00,134.03
2023-04-12 20:00:00+02:00,128.75
2023-04-12 21:00:00+02:00,119.3
2023-04-12 22:00:00+02:00,109.3
2023-04-12 23:00:00+02:00,97.95
2023-04-13 00:00:00+02:00,97.23
2023-04-13 01:00:00+02:00,85.09
2023-04-13 02:00:00+02:00,79.78
2023-04-13 03:00:00+02:00,72.86
2023-04-13 04:00:00+02:00,71.95
2023-04-13 05:00:00+02:00,83.29
2023-04-13 06:00:00+02:00,104.1
2023-04-13 07:00:00+02:00,122.49
2023-04-13 08:00:00+02:00,138.36
2023-04-13 09:00:00+02:00,128.59
2023-04-13 10:00:00+02:00,98.16
2023-04-13 11:00:00+02:00,115.0
2023-04-13 12:00:00+02:00,77.59
2023-04-13 13:00:00+02:00,80.0
2023-04-13 14:00:00+02:00,92.4
2023-04-13 15:00:00+02:00,100.3
2023-04-13 16:00:00+02:00,100.0
2023-04-13 17:00:00+02:00,110.52
2023-04-13 18:00:00+02:00,130.07
2023-04-13 19:00:00+02:00,168.78
2023-04-13 20:00:00+02:00,177.72
2023-04-13 21:00:00+02:00,159.3
2023-04-13 22:00:00+02:00,140.12
2023-04-13 23:00:00+02:00,134.5
2023-04-14 00:00:00+02:00,118.09
2023-04-14 01:00:00+02:00,112.8
2023-04-14 02:00:00+02:00,116.54
2023-04-14 03:00:00+02:00,112.8
2023-04-14 04:00:00+02:00,113.14
2023-04-14 05:00:00+02:00,127.4
2023-04-14 06:00:00+02:00,144.74
2023-04-14 07:00:00+02:00,171.72
2023-04-14 08:00:00+02:00,176.01
2023-04-14 09:00:00+02:00,152.16
2023-04-14 10:00:00+02:00,148.08
2023-04-14 11:00:00+02:00,131.44
2023-04-14 12:00:00+02:00,111.7
2023-04-14 13:00:00+02:00,105.64
2023-04-14 14:00:00+02:00,107.43
2023-04-14 15:00:00+02:00,104.83
2023-04-14 16:00:00+02:00,105.0
2023-04-14 17:00:00+02:00,120.5
2023-04-14 18:00:00+02:00,138.16
2023-04-14 19:00:00+02:00,151.8
2023-04-14 20:00:00+02:00,152.53
2023-04-14 21:00:00+02:00,151.65
2023-04-14 22:00:00+02:00,135.0
2023-04-14 23:00:00+02:00,120.29
2023-04-15 00:00:00+02:00,123.9
2023-04-15 01:00:00+02:00,112.0
2023-04-15 02:00:00+02:00,114.38
2023-04-15 03:00:00+02:00,108.0
2023-04-15 04:00:00+02:00,105.14
2023-04-15 05:00:00+02:00,103.55
2023-04-15 06:00:00+02:00,105.56
2023-04-15 07:00:00+02:00,104.85
2023-04-15 08:00:00+02:00,106.21
2023-04-15 09:00:00+02:00,102.53
2023-04-15 10:00:00+02:00,101.57
2023-04-15 11:00:00+02:00,93.95
2023-04-15 12:00:00+02:00,87.35
2023-04-15 13:00:00+02:00,86.69
2023-04-15 14:00:00+02:00,79.69
2023-04-15 15:00:00+02:00,70.27
2023-04-15 16:00:00+02:00,78.58
2023-04-15 17:00:00+02:00,98.81
2023-04-15 18:00:00+02:00,112.66
2023-04-15 19:00:00+02:00,132.79
2023-04-15 20:00:00+02:00,134.51
2023-04-15 21:00:00+02:00,127.8
2023-04-15 22:00:00+02:00,127.71
2023-04-15 23:00:00+02:00,119.3
2023-04-16 00:00:00+02:00,111.55
2023-04-16 01:00:00+02:00,103.49
2023-04-16 02:00:00+02:00,102.68
2023-04-16 03:00:00+02:00,101.09
2023-04-16 04:00:00+02:00,102.63
2023-04-16 05:00:00+02:00,103.5
2023-04-16 06:00:00+02:00,103.5
2023-04-16 07:00:00+02:00,103.37
2023-04-16 08:00:00+02:00,110.43
2023-04-16 09:00:00+02:00,114.68
2023-04-16 10:00:00+02:00,111.04
2023-04-16 11:00:00+02:00,107.83
2023-04-16 12:00:00+02:00,104.05
2023-04-16 13:00:00+02:00,98.16
2023-04-16 14:00:00+02:00,94.77
2023-04-16 15:00:00+02:00,94.31
2023-04-16 16:00:00+02:00,96.09
2023-04-16 17:00:00+02:00,101.02
2023-04-16 18:00:00+02:00,115.21
2023-04-16 19:00:00+02:00,132.88
2023-04-16 20:00:00+02:00,140.0
2023-04-16 21:00:00+02:00,135.0
2023-04-16 22:00:00+02:00,129.97
2023-04-16 23:00:00+02:00,125.35
2023-04-17 00:00:00+02:00,114.75
2023-04-17 01:00:00+02:00,111.14
2023-04-17 02:00:00+02:00,108.96
2023-04-17 03:00:00+02:00,110.22
2023-04-17 04:00:00+02:00,110.0
2023-04-17 05:00:00+02:00,114.84
2023-04-17 06:00:00+02:00,140.77
2023-04-17 07:00:00+02:00,178.56
2023-04-17 08:00:00+02:00,199.72
2023-04-17 09:00:00+02:00,163.14
2023-04-17 10:00:00+02:00,136.36
2023-04-17 11:00:00+02:00,117.73
2023-04-17 12:00:00+02:00,105.31
2023-04-17 13:00:00+02:00,102.59
2023-04-17 14:00:00+02:00,96.97
2023-04-17 15:00:00+02:00,95.86
2023-04-17 16:00:00+02:00,96.75
2023-04-17 17:00:00+02:00,100.99
2023-04-17 18:00:00+02:00,122.33
2023-04-17 19:00:00+02:00,143.61
2023-04-17 20:00:00+02:00,142.78
2023-04-17 21:00:00+02:00,134.25
2023-04-17 22:00:00+02:00,122.82
2023-04-17 23:00:00+02:00,109.16
2023-04-18 00:00:00+02:00,105.31
2023-04-18 01:00:00+02:00,102.07
2023-04-18 02:00:00+02:00,101.1
2023-04-18 03:00:00+02:00,101.29
2023-04-18 04:00:00+02:00,100.55
2023-04-18 05:00:00+02:00,101.27
2023-04-18 06:00:00+02:00,127.0
2023-04-18 07:00:00+02:00,140.27
2023-04-18 08:00:00+02:00,154.88
2023-04-18 09:00:00+02:00,133.99
2023-04-18 10:00:00+02:00,106.21
2023-04-18 11:00:00+02:00,103.58
2023-04-18 12:00:00+02:00,98.04
2023-04-18 13:00:00+02:00,87.04
2023-04-18 14:00:00+02:00,88.32
2023-04-18 15:00:00+02:00,79.78
2023-04-18 16:00:00+02:00,81.43
2023-04-18 17:00:00+02:00,94.59
2023-04-18 18:00:00+02:00,108.21
2023-04-18 19:00:00+02:00,130.46
2023-04-18 20:00:00+02:00,137.4
2023-04-18 21:00:00+02:00,134.28
2023-04-18 22:00:00+02:00,128.4
2023-04-18 23:00:00+02:00,111.33
2023-04-19 00:00:00+02:00,110.0
2023-04-19 01:00:00+02:00,97.54
2023-04-19 02:00:00+02:00,99.92
2023-04-19 03:00:00+02:00,98.95
2023-04-19 04:00:00+02:00,101.33
2023-04-19 05:00:00+02:00,105.87
2023-04-19 06:00:00+02:00,130.0
2023-04-19 07:00:00+02:00,139.01
2023-04-19 08:00:00+02:00,142.38
2023-04-19 09:00:00+02:00,133.67
2023-04-19 10:00:00+02:00,98.94
2023-04-19 11:00:00+02:00,89.2
2023-04-19 12:00:00+02:00,-10.0
2023-04-19 13:00:00+02:00,0.01
2023-04-19 14:00:00+02:00,-30.0
2023-04-19 15:00:00+02:00,-50.0
2023-04-19 16:00:00+02:00,-30.0
2023-04-19 17:00:00+02:00,75.45
2023-04-19 18:00:00+02:00,98.48
2023-04-19 19:00:00+02:00,120.53
2023-04-19 20:00:00+02:00,132.24
2023-04-19 21:00:00+02:00,122.82
2023-04-19 22:00:00+02:00,109.9
2023-04-19 23:00:00+02:00,101.66
2023-04-20 00:00:00+02:00,100.19
2023-04-20 01:00:00+02:00,94.35
2023-04-20 02:00:00+02:00,96.76
2023-04-20 03:00:00+02:00,94.98
2023-04-20 04:00:00+02:00,97.18
2023-04-20 05:00:00+02:00,102.78
2023-04-20 06:00:00+02:00,127.97
2023-04-20 07:00:00+02:00,144.48
2023-04-20 08:00:00+02:00,144.7
2023-04-20 09:00:00+02:00,130.07
2023-04-20 10:00:00+02:00,108.21
2023-04-20 11:00:00+02:00,96.94
2023-04-20 12:00:00+02:00,94.23
2023-04-20 13:00:00+02:00,89.61
2023-04-20 14:00:00+02:00,88.71
2023-04-20 15:00:00+02:00,86.72
2023-04-20 16:00:00+02:00,92.09
2023-04-20 17:00:00+02:00,103.76
2023-04-20 18:00:00+02:00,128.99
2023-04-20 19:00:00+02:00,142.46
2023-04-20 20:00:00+02:00,147.08
2023-04-20 21:00:00+02:00,141.33
2023-04-20 22:00:00+02:00,134.08
2023-04-20 23:00:00+02:00,123.6
2023-04-21 00:00:00+02:00,121.4
2023-04-21 01:00:00+02:00,106.26
2023-04-21 02:00:00+02:00,107.9
2023-04-21 03:00:00+02:00,104.05
2023-04-21 04:00:00+02:00,99.9
2023-04-21 05:00:00+02:00,108.0
2023-04-21 06:00:00+02:00,131.87
2023-04-21 07:00:00+02:00,141.83
2023-04-21 08:00:00+02:00,144.64
2023-04-21 09:00:00+02:00,142.03
2023-04-21 10:00:00+02:00,113.0
2023-04-21 11:00:00+02:00,101.25
2023-04-21 12:00:00+02:00,90.0
2023-04-21 13:00:00+02:00,95.3
2023-04-21 14:00:00+02:00,79.52
2023-04-21 15:00:00+02:00,77.56
2023-04-21 16:00:00+02:00,84.07
2023-04-21 17:00:00+02:00,99.49
2023-04-21 18:00:00+02:00,123.28
2023-04-21 19:00:00+02:00,140.76
2023-04-21 20:00:00+02:00,144.34
2023-04-21 21:00:00+02:00,137.6
2023-04-21 22:00:00+02:00,143.2
2023-04-21 23:00:00+02:00,123.1
2023-04-22 00:00:00+02:00,130.08
2023-04-22 01:00:00+02:00,105.1
2023-04-22 02:00:00+02:00,109.82
2023-04-22 03:00:00+02:00,93.3
2023-04-22 04:00:00+02:00,91.35
2023-04-22 05:00:00+02:00,96.06
2023-04-22 06:00:00+02:00,99.82
2023-04-22 07:00:00+02:00,108.84
2023-04-22 08:00:00+02:00,113.53
2023-04-22 09:00:00+02:00,116.0
2023-04-22 10:00:00+02:00,78.06
2023-04-22 11:00:00+02:00,84.5
2023-04-22 12:00:00+02:00,60.39
2023-04-22 13:00:00+02:00,43.62
2023-04-22 14:00:00+02:00,32.4
2023-04-22 15:00:00+02:00,52.62
2023-04-22 16:00:00+02:00,81.43
2023-04-22 17:00:00+02:00,95.0
2023-04-22 18:00:00+02:00,112.97
2023-04-22 19:00:00+02:00,131.94
2023-04-22 20:00:00+02:00,130.5
2023-04-22 21:00:00+02:00,127.0
2023-04-22 22:00:00+02:00,112.87
2023-04-22 23:00:00+02:00,101.85
2023-04-23 00:00:00+02:00,109.01
2023-04-23 01:00:00+02:00,97.55
2023-04-23 02:00:00+02:00,95.0
2023-04-23 03:00:00+02:00,89.41
2023-04-23 04:00:00+02:00,86.65
2023-04-23 05:00:00+02:00,88.81
2023-04-23 06:00:00+02:00,89.93
2023-04-23 07:00:00+02:00,93.89
2023-04-23 08:00:00+02:00,93.48
2023-04-23 09:00:00+02:00,90.22
2023-04-23 10:00:00+02:00,79.45
2023-04-23 11:00:00+02:00,48.15
2023-04-23 12:00:00+02:00,35.45
2023-04-23 13:00:00+02:00,10.0
2023-04-23 14:00:00+02:00,4.87
2023-04-23 15:00:00+02:00,34.7
2023-04-23 16:00:00+02:00,64.13
2023-04-23 17:00:00+02:00,98.94
2023-04-23 18:00:00+02:00,115.49
2023-04-23 19:00:00+02:00,125.56
2023-04-23 20:00:00+02:00,126.4
2023-04-23 21:00:00+02:00,125.02
2023-04-23 22:00:00+02:00,116.95
2023-04-23 23:00:00+02:00,109.72
2023-04-24 00:00:00+02:00,87.7
2023-04-24 01:00:00+02:00,83.58
2023-04-24 02:00:00+02:00,82.09
2023-04-24 03:00:00+02:00,76.4
2023-04-24 04:00:00+02:00,75.08
2023-04-24 05:00:00+02:00,86.55
2023-04-24 06:00:00+02:00,114.6
2023-04-24 07:00:00+02:00,133.8
2023-04-24 08:00:00+02:00,135.0
2023-04-24 09:00:00+02:00,126.92
2023-04-24 10:00:00+02:00,110.81
2023-04-24 11:00:00+02:00,108.01
2023-04-24 12:00:00+02:00,98.07
2023-04-24 13:00:00+02:00,94.9
2023-04-24 14:00:00+02:00,87.0
2023-04-24 15:00:00+02:00,84.91
2023-04-24 16:00:00+02:00,86.92
2023-04-24 17:00:00+02:00,98.41
2023-04-24 18:00:00+02:00,117.48
2023-04-24 19:00:00+02:00,134.57
2023-04-24 20:00:00+02:00,135.97
2023-04-24 21:00:00+02:00,138.0
2023-04-24 22:00:00+02:00,134.91
2023-04-24 23:00:00+02:00,133.63
2023-04-25 00:00:00+02:00,114.41
2023-04-25 01:00:00+02:00,100.0
2023-04-25 02:00:00+02:00,96.49
2023-04-25 03:00:00+02:00,92.01
2023-04-25 04:00:00+02:00,91.79
2023-04-25 05:00:00+02:00,97.39
2023-04-25 06:00:00+02:00,121.6
2023-04-25 07:00:00+02:00,134.1
2023-04-25 08:00:00+02:00,134.93
2023-04-25 09:00:00+02:00,129.34
2023-04-25 10:00:00+02:00,118.6
2023-04-25 11:00:00+02:00,107.45
2023-04-25 12:00:00+02:00,113.35
2023-04-25 13:00:00+02:00,104.11
2023-04-25 14:00:00+02:00,99.69
2023-04-25 15:00:00+02:00,106.19
2023-04-25 16:00:00+02:00,97.8
2023-04-25 17:00:00+02:00,100.77
2023-04-25 18:00:00+02:00,131.07
2023-04-25 19:00:00+02:00,145.03
2023-04-25 20:00:00+02:00,144.16
2023-04-25 21:00:00+02:00,145.19
2023-04-25 22:00:00+02:00,145.2
2023-04-25 23:00:00+02:00,130.96
2023-04-26 00:00:00+02:00,113.19
2023-04-26 01:00:00+02:00,103.8
2023-04-26 02:00:00+02:00,94.81
2023-04-26 03:00:00+02:00,95.0
2023-04-26 04:00:00+02:00,93.33
2023-04-26 05:00:00+02:00,102.72
2023-04-26 06:00:00+02:00,125.16
2023-04-26 07:00:00+02:00,139.91
2023-04-26 08:00:00+02:00,153.9
2023-04-26 09:00:00+02:00,148.34
2023-04-26 10:00:00+02:00,148.69
2023-04-26 11:00:00+02:00,129.2
2023-04-26 12:00:00+02:00,119.51
2023-04-26 13:00:00+02:00,102.48
2023-04-26 14:00:00+02:00,106.33
2023-04-26 15:00:00+02:00,92.85
2023-04-26 16:00:00+02:00,98.2
2023-04-26 17:00:00+02:00,114.48
